Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Bytes,Mean,Error,StdDev,Scaled,ScaledSD,Throughput
CombineHashCodes,Empty,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,1.735 ns,0.0253 ns,0.0237 ns,1.00,0.00,"2,198 MiB/s"
HashByteArray,SeaHash_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,14.917 ns,0.1206 ns,0.1128 ns,8.60,0.13,256 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,1.753 ns,0.0192 ns,0.0170 ns,1.01,0.02,"2,176 MiB/s"
HashByteArray,Murmur3x8632_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,12.043 ns,0.0595 ns,0.0497 ns,6.94,0.10,317 MiB/s
HashByteArray,XxHash32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,21.009 ns,0.0811 ns,0.0759 ns,12.11,0.16,182 MiB/s
CombineHashCodes,Murmur3A_Steps,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,4.301 ns,0.0335 ns,0.0313 ns,2.48,0.04,887 MiB/s
HashByteArray,XxHash64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,22.354 ns,0.1081 ns,0.1011 ns,12.88,0.18,171 MiB/s
CombineHashCodes,HSip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,12.163 ns,0.0607 ns,0.0568 ns,7.01,0.10,314 MiB/s
CombineHashCodes,HSip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,17.594 ns,0.1044 ns,0.0977 ns,10.14,0.14,217 MiB/s
HashByteArray,HalfSip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,25.020 ns,0.1471 ns,0.1376 ns,14.42,0.20,152 MiB/s
CombineHashCodes,Sip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,10.744 ns,0.0718 ns,0.0672 ns,6.19,0.09,355 MiB/s
CombineHashCodes,Sip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,14.154 ns,0.1185 ns,0.1108 ns,8.16,0.12,270 MiB/s
CombineHashCodes,Marvin32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,11.808 ns,0.0700 ns,0.0655 ns,6.81,0.10,323 MiB/s
HashByteArray,HalfSip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,31.747 ns,0.1767 ns,0.1653 ns,18.30,0.26,120 MiB/s
CombineHashCodes,XXHash32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,4.127 ns,0.0410 ns,0.0384 ns,2.38,0.04,924 MiB/s
HashByteArray,Sip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,18.820 ns,0.0883 ns,0.0782 ns,10.85,0.15,203 MiB/s
CombineHashCodes,XXHash64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,6.380 ns,0.0329 ns,0.0292 ns,3.68,0.05,598 MiB/s
CombineHashCodes,SeaHash_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,7.697 ns,0.0461 ns,0.0431 ns,4.44,0.06,496 MiB/s
HashByteArray,Sip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,21.348 ns,0.1277 ns,0.1194 ns,12.30,0.18,179 MiB/s
CombineHashCodes,SpookyV2_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,15.228 ns,0.1272 ns,0.1190 ns,8.78,0.13,251 MiB/s
HashByteArray,Marvin32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,18.539 ns,0.1078 ns,0.0956 ns,10.69,0.15,206 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,6.376 ns,0.0554 ns,0.0518 ns,3.68,0.06,598 MiB/s
HashByteArray,SpookyV2_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,31.556 ns,0.2270 ns,0.2123 ns,18.19,0.27,121 MiB/s
CombineHashCodes,City64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,3.144 ns,0.0251 ns,0.0235 ns,1.81,0.03,"1,213 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,6.402 ns,0.0528 ns,0.0494 ns,3.69,0.06,596 MiB/s
HashByteArray,City32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,9.457 ns,0.0558 ns,0.0522 ns,5.45,0.08,403 MiB/s
HashByteArray,City64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,7.069 ns,0.0434 ns,0.0406 ns,4.07,0.06,540 MiB/s
HashByteArray,City64WithSeeds_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,4,10.586 ns,0.0726 ns,0.0679 ns,6.10,0.09,360 MiB/s
CombineHashCodes,Empty,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,2.159 ns,0.0227 ns,0.0213 ns,1.00,0.00,"3,533 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,56.173 ns,0.2573 ns,0.2407 ns,26.01,0.27,136 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,2.518 ns,0.0293 ns,0.0274 ns,1.17,0.02,"3,030 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,23.104 ns,0.1798 ns,0.1682 ns,10.70,0.13,330 MiB/s
HashByteArray,XxHash32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,46.894 ns,0.1995 ns,0.1866 ns,21.72,0.22,163 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,9.920 ns,0.0631 ns,0.0591 ns,4.59,0.05,769 MiB/s
HashByteArray,XxHash64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,68.047 ns,0.4802 ns,0.4492 ns,31.51,0.36,112 MiB/s
CombineHashCodes,HSip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,77.418 ns,0.4612 ns,0.4314 ns,35.85,0.39,99 MiB/s
CombineHashCodes,HSip24_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,135.925 ns,1.0131 ns,0.9476 ns,62.95,0.73,56 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,74.792 ns,0.3546 ns,0.3317 ns,34.64,0.36,102 MiB/s
CombineHashCodes,Sip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,89.533 ns,0.2994 ns,0.2801 ns,41.46,0.41,85 MiB/s
CombineHashCodes,Sip24_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,162.963 ns,1.0353 ns,0.9684 ns,75.47,0.84,47 MiB/s
CombineHashCodes,Marvin32_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,36.883 ns,0.2459 ns,0.2300 ns,17.08,0.19,207 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,118.585 ns,0.4389 ns,0.3665 ns,54.92,0.55,64 MiB/s
CombineHashCodes,XXHash32_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,14.975 ns,0.1036 ns,0.0969 ns,6.94,0.08,509 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,101.927 ns,0.6355 ns,0.5945 ns,47.20,0.52,75 MiB/s
CombineHashCodes,XXHash64_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,39.536 ns,0.2722 ns,0.2546 ns,18.31,0.21,193 MiB/s
CombineHashCodes,SeaHash_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,44.186 ns,0.1704 ns,0.1594 ns,20.46,0.21,173 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,149.798 ns,0.8145 ns,0.7619 ns,69.37,0.74,51 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,102.773 ns,0.5402 ns,0.5053 ns,47.60,0.51,74 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,46.984 ns,0.3248 ns,0.3038 ns,21.76,0.25,162 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,10.667 ns,0.0495 ns,0.0463 ns,4.94,0.05,715 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,128.859 ns,0.7234 ns,0.6767 ns,59.68,0.64,59 MiB/s
CombineHashCodes,City64_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,31.745 ns,0.2253 ns,0.2107 ns,14.70,0.17,240 MiB/s
CombineHashCodes,City64WithSeeds_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,42.566 ns,0.2301 ns,0.2153 ns,19.71,0.21,179 MiB/s
HashByteArray,City32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,15.486 ns,0.1050 ns,0.0982 ns,7.17,0.08,493 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,35.724 ns,0.1876 ns,0.1755 ns,16.54,0.18,214 MiB/s
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,50.889 ns,0.2907 ns,0.2719 ns,23.57,0.25,150 MiB/s
CombineHashCodes,Empty,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,1.715 ns,0.0180 ns,0.0168 ns,1.00,0.00,"4,449 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,18.696 ns,0.0980 ns,0.0917 ns,10.90,0.11,408 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,2.425 ns,0.0204 ns,0.0180 ns,1.41,0.02,"3,147 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,15.150 ns,0.0924 ns,0.0864 ns,8.84,0.10,504 MiB/s
HashByteArray,XxHash32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,26.607 ns,0.1997 ns,0.1868 ns,15.52,0.18,287 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,6.992 ns,0.0600 ns,0.0561 ns,4.08,0.05,"1,091 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,19.305 ns,0.0933 ns,0.0873 ns,11.26,0.12,395 MiB/s
CombineHashCodes,HSip13_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,84.979 ns,0.5518 ns,0.5161 ns,49.56,0.55,90 MiB/s
CombineHashCodes,HSip24_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,146.445 ns,1.0683 ns,0.9993 ns,85.41,0.98,52 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,103.103 ns,0.7241 ns,0.6773 ns,60.13,0.68,74 MiB/s
CombineHashCodes,Sip13_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,69.280 ns,0.2538 ns,0.2250 ns,40.40,0.40,110 MiB/s
CombineHashCodes,Sip24_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,109.082 ns,0.6780 ns,0.6342 ns,63.62,0.70,70 MiB/s
CombineHashCodes,Marvin32_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,45.987 ns,0.3338 ns,0.3123 ns,26.82,0.31,166 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,183.451 ns,0.9727 ns,0.9099 ns,106.99,1.13,42 MiB/s
CombineHashCodes,XXHash32_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,12.957 ns,0.0864 ns,0.0766 ns,7.56,0.08,589 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,96.071 ns,0.7341 ns,0.6867 ns,56.03,0.65,79 MiB/s
CombineHashCodes,XXHash64_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,8.714 ns,0.0752 ns,0.0703 ns,5.08,0.06,875 MiB/s
CombineHashCodes,SeaHash_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,8.824 ns,0.0512 ns,0.0479 ns,5.15,0.06,865 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,149.304 ns,0.7332 ns,0.6122 ns,87.08,0.89,51 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,8,59.988 ns,0.3909 ns,0.3657 ns,34.99,0.39,127 MiB/s
